review,aspect,key_aspect,count,product
if you have no previous version of nortron security on your system or nortron antivirus the installation will go fine otherwise dig in and in to do a major registery clean up the old programs will leave a trace that will mess up the new installation even if you uninstalled the old programs perfectly,new installation,new installation,1,norton
norton online support does not even acknowledge this problem nor does the computer company that preloaded it on our new computer,new computer,new computer,1,norton
multiple users on one machine never seemed to behave like you would expect,never multiple users,never multiple users,1,norton
these tasks are faster and easier than in prior versions and i found the menu to be much more navigable,navigable menu,navigable menu,1,norton
norton pops up a window about the intrusions and gives me as much detail as possible about where the intrusion is coming from,much detail,much detail,1,norton
norton internet security 2004 is one of the more buggy implementations,more implementations,more implementations,1,norton
no more banner ads popups and the reliable antivirus,more ads,more ads,1,norton
i have a modern pc with lots of speed and memory but this firewall just brought it to a halt,modern pc,modern pc,1,norton
i just got an older 866 mhz system with 512 pc 133 ram and it also runs fine on that,mhz system,mhz system,1,norton
there is little meaningful difference between the two versions aside from the tedius activation process and the product is currently rather buggy and has problems running unless cleanly installed on a formatted drive,meaningful difference,meaningful difference,1,norton
however i suspect that many people are having a bad experience do not purchase this product,many people,many people,1,norton
when i finally got it working it only worked properly for many a month,many month,many month,1,norton
just the home version of norton internetav has too many glitches and problems to even remotely bother with,many glitches,many glitches,1,norton
i have found too many bugs in norton internet security professional to recommend it to any one without extreme patience and experience,many bugs,many bugs,1,norton
the ms scandisk would appear due to manual shutdown and would only scan to the 2nd bar over and overup to 1 hr i then shut it down and used goback,manual shutdown,manual shutdown,1,norton
if you have no previous version of nortron security on your system or nortron antivirus the installation will go fine otherwise dig in and in to do a major registery clean up the old programs will leave a trace that will mess up the new installation even if you uninstalled the old programs perfectly,major registery,major registery,1,norton
